,timestamp,value
186,2014-02-15 06:00:00,1.7380000000000002
187,2014-02-15 06:05:00,1.7919999999999998
188,2014-02-15 06:10:00,2.036
189,2014-02-15 06:15:00,1.73
190,2014-02-15 06:20:00,1.7380000000000002
191,2014-02-15 06:25:00,1.794
192,2014-02-15 06:30:00,1.7380000000000002
193,2014-02-15 06:35:00,1.796
194,2014-02-15 06:40:00,1.926
195,2014-02-15 06:45:00,1.866
196,2014-02-15 06:50:00,1.732
197,2014-02-15 06:55:00,1.8
198,2014-02-15 07:00:00,1.7719999999999998
199,2014-02-15 07:05:00,1.89
200,2014-02-15 07:10:00,1.9
201,2014-02-15 07:15:00,1.8
202,2014-02-15 07:20:00,1.768
203,2014-02-15 07:25:00,1.858
204,2014-02-15 07:30:00,1.7380000000000002
205,2014-02-15 07:35:00,1.8
206,2014-02-15 07:40:00,1.962
207,2014-02-15 07:45:00,1.824
208,2014-02-15 07:50:00,1.7719999999999998
209,2014-02-15 07:55:00,1.766
210,2014-02-15 08:00:00,1.832
211,2014-02-15 08:05:00,1.822
212,2014-02-15 08:10:00,1.938
213,2014-02-15 08:15:00,1.7919999999999998
214,2014-02-15 08:20:00,1.83
215,2014-02-15 08:25:00,1.704
216,2014-02-15 08:30:00,1.8
217,2014-02-15 08:35:00,1.76
218,2014-02-15 08:40:00,2.008
219,2014-02-15 08:45:00,1.76
220,2014-02-15 08:50:00,1.802
221,2014-02-15 08:55:00,1.756
222,2014-02-15 09:00:00,1.838
223,2014-02-15 09:05:00,1.768
224,2014-02-15 09:10:00,2.026
225,2014-02-15 09:15:00,1.798
226,2014-02-15 09:20:00,1.764
227,2014-02-15 09:25:00,1.774
228,2014-02-15 09:30:00,1.858
229,2014-02-15 09:35:00,1.73
230,2014-02-15 09:40:00,1.872
231,2014-02-15 09:45:00,1.758
232,2014-02-15 09:50:00,1.828
233,2014-02-15 09:55:00,2.0980000000000003
234,2014-02-15 10:00:00,1.706
235,2014-02-15 10:05:00,1.858
236,2014-02-15 10:10:00,1.874
237,2014-02-15 10:15:00,1.764
238,2014-02-15 10:20:00,1.76
239,2014-02-15 10:25:00,1.706
240,2014-02-15 10:30:00,1.766
241,2014-02-15 10:35:00,1.7919999999999998
242,2014-02-15 10:40:00,1.876
243,2014-02-15 10:45:00,1.7919999999999998
244,2014-02-15 10:50:00,1.706
245,2014-02-15 10:55:00,1.86
246,2014-02-15 11:00:00,1.732
247,2014-02-15 11:05:00,1.764
248,2014-02-15 11:10:00,1.976
249,2014-02-15 11:15:00,1.892
250,2014-02-15 11:20:00,1.636
251,2014-02-15 11:25:00,1.794
252,2014-02-15 11:30:00,1.736
253,2014-02-15 11:35:00,1.76
254,2014-02-15 11:40:00,1.934
255,2014-02-15 11:45:00,1.83
256,2014-02-15 11:50:00,1.726
257,2014-02-15 11:55:00,1.7719999999999998
258,2014-02-15 12:00:00,1.866
259,2014-02-15 12:05:00,1.766
260,2014-02-15 12:10:00,1.996
261,2014-02-15 12:15:00,1.8
262,2014-02-15 12:20:00,1.856
263,2014-02-15 12:25:00,1.704
264,2014-02-15 12:30:00,1.798
265,2014-02-15 12:35:00,1.764
266,2014-02-15 12:40:00,2.092
267,2014-02-15 12:45:00,1.6980000000000002
268,2014-02-15 12:50:00,1.806
269,2014-02-15 12:55:00,1.768
270,2014-02-15 13:00:00,1.866
271,2014-02-15 13:05:00,1.798
272,2014-02-15 13:10:00,2.06
273,2014-02-15 13:15:00,1.77
274,2014-02-15 13:20:00,1.828
275,2014-02-15 13:25:00,1.7719999999999998
276,2014-02-15 13:30:00,1.8
277,2014-02-15 13:35:00,1.794
278,2014-02-15 13:40:00,1.976
279,2014-02-15 13:45:00,1.826
280,2014-02-15 13:50:00,1.736
281,2014-02-15 13:55:00,1.7919999999999998
282,2014-02-15 14:00:00,1.836
283,2014-02-15 14:05:00,1.764
284,2014-02-15 14:10:00,1.994
285,2014-02-15 14:15:00,1.84
286,2014-02-15 14:20:00,1.834
287,2014-02-15 14:25:00,1.798
288,2014-02-15 14:30:00,1.826
289,2014-02-15 14:35:00,1.7719999999999998
290,2014-02-15 14:40:00,1.89
291,2014-02-15 14:45:00,1.8
292,2014-02-15 14:50:00,1.732
293,2014-02-15 14:55:00,1.7619999999999998
294,2014-02-15 15:00:00,1.798
295,2014-02-15 15:05:00,1.766
296,2014-02-15 15:10:00,1.976
297,2014-02-15 15:15:00,1.83
298,2014-02-15 15:20:00,1.734
299,2014-02-15 15:25:00,1.798
300,2014-02-15 15:30:00,1.764
301,2014-02-15 15:35:00,1.83
302,2014-02-15 15:40:00,1.93
303,2014-02-15 15:45:00,1.86
304,2014-02-15 15:50:00,1.704
305,2014-02-15 15:55:00,1.798
306,2014-02-15 16:00:00,1.832
307,2014-02-15 16:05:00,1.798
308,2014-02-15 16:10:00,1.93
309,2014-02-15 16:15:00,1.766
310,2014-02-15 16:20:00,1.726
311,2014-02-15 16:25:00,1.828
312,2014-02-15 16:30:00,1.7380000000000002
313,2014-02-15 16:35:00,1.732
314,2014-02-15 16:40:00,1.968
315,2014-02-15 16:45:00,1.734
316,2014-02-15 16:50:00,1.8
317,2014-02-15 16:55:00,1.79
318,2014-02-15 17:00:00,1.7380000000000002
319,2014-02-15 17:05:00,1.86
320,2014-02-15 17:10:00,1.974
321,2014-02-15 17:15:00,1.73
322,2014-02-15 17:20:00,1.802
323,2014-02-15 17:25:00,1.76
324,2014-02-15 17:30:00,1.8
325,2014-02-15 17:35:00,1.774
326,2014-02-15 17:40:00,2.02
327,2014-02-15 17:45:00,1.736
328,2014-02-15 17:50:00,1.858
329,2014-02-15 17:55:00,1.736
330,2014-02-15 18:00:00,1.8
331,2014-02-15 18:05:00,1.766
332,2014-02-15 18:10:00,1.998
333,2014-02-15 18:15:00,1.794
334,2014-02-15 18:20:00,1.774
335,2014-02-15 18:25:00,1.8
336,2014-02-15 18:30:00,1.832
337,2014-02-15 18:35:00,1.732
338,2014-02-15 18:40:00,2.0340000000000003
339,2014-02-15 18:45:00,1.732
340,2014-02-15 18:50:00,1.8
341,2014-02-15 18:55:00,1.766
342,2014-02-15 19:00:00,1.7619999999999998
343,2014-02-15 19:05:00,1.7719999999999998
344,2014-02-15 19:10:00,1.96
345,2014-02-15 19:15:00,1.804
346,2014-02-15 19:20:00,1.89
347,2014-02-15 19:25:00,1.67
348,2014-02-15 19:30:00,1.76
349,2014-02-15 19:35:00,1.774
350,2014-02-15 19:40:00,1.966
351,2014-02-15 19:45:00,1.8
352,2014-02-15 19:50:00,1.7
353,2014-02-15 19:55:00,1.766
354,2014-02-15 20:00:00,1.7919999999999998
355,2014-02-15 20:05:00,1.9
356,2014-02-15 20:10:00,1.908
357,2014-02-15 20:15:00,1.79
358,2014-02-15 20:20:00,1.734
359,2014-02-15 20:25:00,1.798
360,2014-02-15 20:30:00,1.732
361,2014-02-15 20:35:00,1.704
362,2014-02-15 20:40:00,1.966
363,2014-02-15 20:45:00,1.824
364,2014-02-15 20:50:00,1.666
365,2014-02-15 20:55:00,1.7719999999999998
366,2014-02-15 21:00:00,1.764
367,2014-02-15 21:05:00,1.798
368,2014-02-15 21:10:00,1.864
369,2014-02-15 21:15:00,1.764
370,2014-02-15 21:20:00,1.766
371,2014-02-15 21:25:00,1.732
372,2014-02-15 21:30:00,1.766
373,2014-02-15 21:35:00,1.892
374,2014-02-15 21:40:00,1.9
375,2014-02-15 21:45:00,1.736
376,2014-02-15 21:50:00,1.796
377,2014-02-15 21:55:00,1.758
378,2014-02-15 22:00:00,1.83
379,2014-02-15 22:05:00,1.77
380,2014-02-15 22:10:00,1.932
381,2014-02-15 22:15:00,1.732
382,2014-02-15 22:20:00,1.834
383,2014-02-15 22:25:00,1.6980000000000002
384,2014-02-15 22:30:00,1.798
385,2014-02-15 22:35:00,1.724
386,2014-02-15 22:40:00,1.938
387,2014-02-15 22:45:00,1.73
388,2014-02-15 22:50:00,1.8
389,2014-02-15 22:55:00,1.732
390,2014-02-15 23:00:00,1.8
391,2014-02-15 23:05:00,1.768
392,2014-02-15 23:10:00,2.03
393,2014-02-15 23:15:00,1.834
394,2014-02-15 23:20:00,1.794
395,2014-02-15 23:25:00,1.74
396,2014-02-15 23:30:00,1.768
397,2014-02-15 23:35:00,1.732
398,2014-02-15 23:40:00,1.958
399,2014-02-15 23:45:00,1.7380000000000002
400,2014-02-15 23:50:00,1.7
401,2014-02-15 23:55:00,1.86
402,2014-02-16 00:00:00,1.67
403,2014-02-16 00:05:00,1.7919999999999998
404,2014-02-16 00:10:00,2.002
405,2014-02-16 00:15:00,1.83
406,2014-02-16 00:20:00,1.798
407,2014-02-16 00:25:00,1.736
408,2014-02-16 00:30:00,1.696
409,2014-02-16 00:35:00,1.8
410,2014-02-16 00:40:00,1.932
411,2014-02-16 00:45:00,1.8
412,2014-02-16 00:50:00,1.766
413,2014-02-16 00:55:00,1.832
414,2014-02-16 01:00:00,1.766
415,2014-02-16 01:05:00,1.864
416,2014-02-16 01:10:00,2.0
417,2014-02-16 01:15:00,1.834
418,2014-02-16 01:20:00,1.798
419,2014-02-16 01:25:00,1.834
420,2014-02-16 01:30:00,1.766
421,2014-02-16 01:35:00,1.892
422,2014-02-16 01:40:00,1.874
423,2014-02-16 01:45:00,1.768
424,2014-02-16 01:50:00,1.794
425,2014-02-16 01:55:00,1.7719999999999998
426,2014-02-16 02:00:00,1.832
427,2014-02-16 02:05:00,1.7919999999999998
428,2014-02-16 02:10:00,2.11
429,2014-02-16 02:15:00,1.8
430,2014-02-16 02:20:00,1.798
431,2014-02-16 02:25:00,1.766
432,2014-02-16 02:30:00,1.766
433,2014-02-16 02:35:00,1.7919999999999998
434,2014-02-16 02:40:00,1.974
435,2014-02-16 02:45:00,1.758
436,2014-02-16 02:50:00,1.806
437,2014-02-16 02:55:00,1.764
438,2014-02-16 03:00:00,1.866
439,2014-02-16 03:05:00,1.826
440,2014-02-16 03:10:00,1.938
441,2014-02-16 03:15:00,1.766
442,2014-02-16 03:20:00,1.8
443,2014-02-16 03:25:00,1.8
444,2014-02-16 03:30:00,1.9
445,2014-02-16 03:35:00,1.802
446,2014-02-16 03:40:00,2.57
447,2014-02-16 03:45:00,1.766
448,2014-02-16 03:50:00,1.76
449,2014-02-16 03:55:00,1.7
450,2014-02-16 04:00:00,1.828
451,2014-02-16 04:05:00,1.732
452,2014-02-16 04:10:00,2.09
453,2014-02-16 04:15:00,1.672
454,2014-02-16 04:20:00,1.734
455,2014-02-16 04:25:00,1.766
456,2014-02-16 04:30:00,1.76
457,2014-02-16 04:35:00,1.806
458,2014-02-16 04:40:00,2.028
459,2014-02-16 04:45:00,1.704
460,2014-02-16 04:50:00,1.734
461,2014-02-16 04:55:00,1.798
462,2014-02-16 05:00:00,1.86
463,2014-02-16 05:05:00,1.6980000000000002
464,2014-02-16 05:10:00,1.942
465,2014-02-16 05:15:00,1.8
466,2014-02-16 05:20:00,1.766
467,2014-02-16 05:25:00,1.8
468,2014-02-16 05:30:00,1.732
469,2014-02-16 05:35:00,1.798
470,2014-02-16 05:40:00,1.9
471,2014-02-16 05:45:00,1.798
472,2014-02-16 05:50:00,1.734
473,2014-02-16 05:55:00,1.768
474,2014-02-16 06:00:00,1.766
475,2014-02-16 06:05:00,1.826
476,2014-02-16 06:10:00,1.906
477,2014-02-16 06:15:00,1.8
478,2014-02-16 06:20:00,1.826
479,2014-02-16 06:25:00,1.67
480,2014-02-16 06:30:00,1.764
481,2014-02-16 06:35:00,1.758
482,2014-02-16 06:40:00,1.942
483,2014-02-16 06:45:00,1.76
484,2014-02-16 06:50:00,1.834
485,2014-02-16 06:55:00,1.734
486,2014-02-16 07:00:00,1.84
487,2014-02-16 07:05:00,1.7619999999999998
488,2014-02-16 07:10:00,2.006
489,2014-02-16 07:15:00,1.766
490,2014-02-16 07:20:00,1.832
491,2014-02-16 07:25:00,1.7280000000000002
492,2014-02-16 07:30:00,1.804
493,2014-02-16 07:35:00,1.794
494,2014-02-16 07:40:00,1.972
495,2014-02-16 07:45:00,1.7
496,2014-02-16 07:50:00,1.832
497,2014-02-16 07:55:00,1.766
498,2014-02-16 08:00:00,1.798
499,2014-02-16 08:05:00,1.766
500,2014-02-16 08:10:00,2.022
501,2014-02-16 08:15:00,1.704
502,2014-02-16 08:20:00,1.766
503,2014-02-16 08:25:00,1.732
504,2014-02-16 08:30:00,1.8
505,2014-02-16 08:35:00,1.76
506,2014-02-16 08:40:00,2.002
507,2014-02-16 08:45:00,1.638
508,2014-02-16 08:50:00,1.766
509,2014-02-16 08:55:00,1.76
510,2014-02-16 09:00:00,1.7
511,2014-02-16 09:05:00,1.8
512,2014-02-16 09:10:00,1.908
513,2014-02-16 09:15:00,1.7619999999999998
514,2014-02-16 09:20:00,1.7380000000000002
515,2014-02-16 09:25:00,1.8
516,2014-02-16 09:30:00,1.7
517,2014-02-16 09:35:00,1.79
518,2014-02-16 09:40:00,1.898
519,2014-02-16 09:45:00,1.702
520,2014-02-16 09:50:00,1.694
521,2014-02-16 09:55:00,1.7719999999999998
522,2014-02-16 10:00:00,1.8
523,2014-02-16 10:05:00,1.7619999999999998
524,2014-02-16 10:10:00,1.908
525,2014-02-16 10:15:00,1.76
526,2014-02-16 10:20:00,1.732
527,2014-02-16 10:25:00,1.7
528,2014-02-16 10:30:00,1.766
529,2014-02-16 10:35:00,1.938
530,2014-02-16 10:40:00,1.9
531,2014-02-16 10:45:00,1.734
532,2014-02-16 10:50:00,1.7
533,2014-02-16 10:55:00,1.766
534,2014-02-16 11:00:00,1.7280000000000002
535,2014-02-16 11:05:00,1.77
536,2014-02-16 11:10:00,1.898
537,2014-02-16 11:15:00,1.768
538,2014-02-16 11:20:00,1.732
539,2014-02-16 11:25:00,1.8
540,2014-02-16 11:30:00,1.76
541,2014-02-16 11:35:00,1.704
542,2014-02-16 11:40:00,1.964
543,2014-02-16 11:45:00,1.732
544,2014-02-16 11:50:00,1.828
545,2014-02-16 11:55:00,1.6980000000000002
546,2014-02-16 12:00:00,1.806
547,2014-02-16 12:05:00,1.732
548,2014-02-16 12:10:00,1.966
549,2014-02-16 12:15:00,1.798
550,2014-02-16 12:20:00,1.834
551,2014-02-16 12:25:00,1.824
552,2014-02-16 12:30:00,1.736
553,2014-02-16 12:35:00,1.76
554,2014-02-16 12:40:00,1.96
555,2014-02-16 12:45:00,1.766
556,2014-02-16 12:50:00,1.8
557,2014-02-16 12:55:00,1.724
558,2014-02-16 13:00:00,1.84
559,2014-02-16 13:05:00,1.798
560,2014-02-16 13:10:00,2.06
561,2014-02-16 13:15:00,1.806
562,2014-02-16 13:20:00,1.826
563,2014-02-16 13:25:00,1.672
564,2014-02-16 13:30:00,1.766
565,2014-02-16 13:35:00,1.8
566,2014-02-16 13:40:00,1.956
567,2014-02-16 13:45:00,1.7380000000000002
568,2014-02-16 13:50:00,1.766
569,2014-02-16 13:55:00,1.766
570,2014-02-16 14:00:00,1.766
571,2014-02-16 14:05:00,1.83
572,2014-02-16 14:10:00,1.966
573,2014-02-16 14:15:00,1.864
574,2014-02-16 14:20:00,1.766
575,2014-02-16 14:25:00,1.832
576,2014-02-16 14:30:00,1.8
577,2014-02-16 14:35:00,1.866
578,2014-02-16 14:40:00,1.964
579,2014-02-16 14:45:00,1.798
580,2014-02-16 14:50:00,1.732
581,2014-02-16 14:55:00,1.826
582,2014-02-16 15:00:00,1.83
583,2014-02-16 15:05:00,1.826
584,2014-02-16 15:10:00,1.942
585,2014-02-16 15:15:00,1.794
586,2014-02-16 15:20:00,1.766
587,2014-02-16 15:25:00,1.7719999999999998
588,2014-02-16 15:30:00,1.7280000000000002
589,2014-02-16 15:35:00,1.74
590,2014-02-16 15:40:00,1.926
591,2014-02-16 15:45:00,1.706
592,2014-02-16 15:50:00,1.766
593,2014-02-16 15:55:00,1.724
594,2014-02-16 16:00:00,1.7380000000000002
595,2014-02-16 16:05:00,1.732
596,2014-02-16 16:10:00,2.09
597,2014-02-16 16:15:00,1.6980000000000002
598,2014-02-16 16:20:00,1.74
599,2014-02-16 16:25:00,1.73
600,2014-02-16 16:30:00,1.6980000000000002
601,2014-02-16 16:35:00,1.758
602,2014-02-16 16:40:00,1.94
603,2014-02-16 16:45:00,1.7
604,2014-02-16 16:50:00,1.756
605,2014-02-16 16:55:00,1.7
606,2014-02-16 17:00:00,1.768
607,2014-02-16 17:05:00,1.808
608,2014-02-16 17:10:00,2.062
609,2014-02-16 17:15:00,1.636
610,2014-02-16 17:20:00,1.7919999999999998
611,2014-02-16 17:25:00,1.672
612,2014-02-16 17:30:00,1.7919999999999998
613,2014-02-16 17:35:00,1.67
614,2014-02-16 17:40:00,1.994
615,2014-02-16 17:45:00,1.766
616,2014-02-16 17:50:00,1.774
617,2014-02-16 17:55:00,1.726
618,2014-02-16 18:00:00,1.8
619,2014-02-16 18:05:00,1.7619999999999998
620,2014-02-16 18:10:00,1.974
621,2014-02-16 18:15:00,1.832
622,2014-02-16 18:20:00,1.766
623,2014-02-16 18:25:00,1.766
624,2014-02-16 18:30:00,1.76
625,2014-02-16 18:35:00,1.7719999999999998
626,2014-02-16 18:40:00,1.934
627,2014-02-16 18:45:00,1.798
628,2014-02-16 18:50:00,1.76
629,2014-02-16 18:55:00,1.806
630,2014-02-16 19:00:00,1.766
631,2014-02-16 19:05:00,1.798
632,2014-02-16 19:10:00,1.964
633,2014-02-16 19:15:00,1.8
634,2014-02-16 19:20:00,1.834
635,2014-02-16 19:25:00,1.794
636,2014-02-16 19:30:00,1.704
637,2014-02-16 19:35:00,1.734
638,2014-02-16 19:40:00,1.958
639,2014-02-16 19:45:00,1.734
640,2014-02-16 19:50:00,1.7280000000000002
641,2014-02-16 19:55:00,1.7719999999999998
642,2014-02-16 20:00:00,1.732
643,2014-02-16 20:05:00,1.858
644,2014-02-16 20:10:00,1.9
645,2014-02-16 20:15:00,1.7380000000000002
646,2014-02-16 20:20:00,1.798
647,2014-02-16 20:25:00,1.8
648,2014-02-16 20:30:00,1.732
649,2014-02-16 20:35:00,1.766
650,2014-02-16 20:40:00,1.968
651,2014-02-16 20:45:00,1.7919999999999998
652,2014-02-16 20:50:00,1.7719999999999998
653,2014-02-16 20:55:00,1.766
654,2014-02-16 21:00:00,1.898
655,2014-02-16 21:05:00,1.7280000000000002
656,2014-02-16 21:10:00,2.01
657,2014-02-16 21:15:00,1.768
658,2014-02-16 21:20:00,1.866
659,2014-02-16 21:25:00,1.7919999999999998
660,2014-02-16 21:30:00,1.7719999999999998
661,2014-02-16 21:35:00,1.734
662,2014-02-16 21:40:00,2.026
663,2014-02-16 21:45:00,1.704
664,2014-02-16 21:50:00,1.798
665,2014-02-16 21:55:00,1.734
666,2014-02-16 22:00:00,1.86
667,2014-02-16 22:05:00,1.84
668,2014-02-16 22:10:00,1.968
669,2014-02-16 22:15:00,1.6980000000000002
670,2014-02-16 22:20:00,1.832
671,2014-02-16 22:25:00,1.764
672,2014-02-16 22:30:00,1.824
673,2014-02-16 22:35:00,1.704
674,2014-02-16 22:40:00,2.024
675,2014-02-16 22:45:00,1.7619999999999998
676,2014-02-16 22:50:00,1.7719999999999998
677,2014-02-16 22:55:00,1.7619999999999998
678,2014-02-16 23:00:00,1.806
679,2014-02-16 23:05:00,1.8
680,2014-02-16 23:10:00,1.964
681,2014-02-16 23:15:00,1.892
682,2014-02-16 23:20:00,1.806
683,2014-02-16 23:25:00,1.8
684,2014-02-16 23:30:00,1.766
685,2014-02-16 23:35:00,1.864
686,2014-02-16 23:40:00,1.998
687,2014-02-16 23:45:00,1.8
688,2014-02-16 23:50:00,1.834
689,2014-02-16 23:55:00,1.794
690,2014-02-17 00:00:00,1.764
691,2014-02-17 00:05:00,1.866
692,2014-02-17 00:10:00,1.992
693,2014-02-17 00:15:00,1.732
694,2014-02-17 00:20:00,1.672
695,2014-02-17 00:25:00,1.796
696,2014-02-17 00:30:00,1.7
697,2014-02-17 00:35:00,1.798
698,2014-02-17 00:40:00,1.964
699,2014-02-17 00:45:00,1.766
700,2014-02-17 00:50:00,1.732
701,2014-02-17 00:55:00,1.794
702,2014-02-17 01:00:00,1.766
703,2014-02-17 01:05:00,1.7719999999999998
704,2014-02-17 01:10:00,1.964
705,2014-02-17 01:15:00,1.7919999999999998
706,2014-02-17 01:20:00,1.706
707,2014-02-17 01:25:00,1.826
708,2014-02-17 01:30:00,1.706
709,2014-02-17 01:35:00,1.732
710,2014-02-17 01:40:00,2.066
711,2014-02-17 01:45:00,1.8
712,2014-02-17 01:50:00,1.824
713,2014-02-17 01:55:00,1.77
